L0	L1	L2	L3	L4	L5
F01.21	F01.2	F01	F00-F09	F00-F99	*
V86.94	V86.9	V86	V80-V89	V01-Y98	*
Q67.3	Q67.3	Q67	Q65-Q79	Q00-Q99	*
W64.49	W64.4	W64	W50-W64	V01-Y98	*
X51.18	X51.1	X51	X50-X57	V01-Y98	*
R17	R17	R17	R10-R19	R00-R99	*
W91	W91	W91	W85-W99	V01-Y98	*
W30.80	W30.8	W30	W20-W49	V01-Y98	*
V50.93	V50.9	V50	V50-V59	V01-Y98	*
X69.08	X69.0	X69	X60-X84	V01-Y98	*
V61.3	V61.3	V61	V60-V69	V01-Y98	*
W29.14	W29.1	W29	W20-W49	V01-Y98	*
Y40.9	Y40.9	Y40	Y40-Y59	V01-Y98	*
Q91.7	Q91.7	Q91	Q90-Q99	Q00-Q99	*
Q95.0	Q95.0	Q95	Q90-Q99	Q00-Q99	*
W41.63	W41.6	W41	W20-W49	V01-Y98	*
Y03.40	Y03.4	Y03	X85-Y09	V01-Y98	*
W44.53	W44.5	W44	W20-W49	V01-Y98	*
X19.72	X19.7	X19	X10-X19	V01-Y98	*
W20.13	W20.1	W20	W20-W49	V01-Y98	*
X76.31	X76.3	X76	X60-X84	V01-Y98	*
V57	V57	V57	V50-V59	V01-Y98	*
J96	J96	J96	J95-J99	J00-J99	*
N02.4	N02.4	N02	N00-N08	N00-N99	*
W00.0	W00.0	W00	W00-W19	V01-Y98	*
K57	K57	K57	K55-K63	K00-K93	*
X06.62	X06.6	X06	X00-X09	V01-Y98	*
X71.09	X71.0	X71	X60-X84	V01-Y98	*
O86.3	O86.3	O86	O85-O92	O00-O99	*
X76.28	X76.2	X76	X60-X84	V01-Y98	*
J90	J90	J90	J90-J94	J00-J99	*
S92.40	S92.4	S92	S90-S99	S00-T98	*
V56.24	V56.2	V56	V50-V59	V01-Y98	*
V61.52	V61.5	V61	V60-V69	V01-Y98	*
X91.28	X91.2	X91	X85-Y09	V01-Y98	*
Z29.2	Z29.2	Z29	Z20-Z29	Z00-Z99	*
X24.64	X24.6	X24	X20-X29	V01-Y98	*
R09.3	R09.3	R09	R00-R09	R00-R99	*
X08.68	X08.6	X08	X00-X09	V01-Y98	*
V13.1	V13.1	V13	V10-V19	V01-Y98	*
X27.9	X27.9	X27	X20-X29	V01-Y98	*
F16.04	F16.0	F16	F10-F19	F00-F99	*
Y07.32	Y07.3	Y07	X85-Y09	V01-Y98	*
X85	X85	X85	X85-Y09	V01-Y98	*
W08.09	W08.0	W08	W00-W19	V01-Y98	*
V25.4	V25.4	V25	V20-V29	V01-Y98	*
X76.20	X76.2	X76	X60-X84	V01-Y98	*
V46.59	V46.5	V46	V40-V49	V01-Y98	*
Y29.69	Y29.6	Y29	Y10-Y34	V01-Y98	*
W41.09	W41.0	W41	W20-W49	V01-Y98	*
M76.2	M76.2	M76	M70-M79	M00-M99	*
W75.09	W75.0	W75	W75-W84	V01-Y98	*
X43.5	X43.5	X43	X40-X49	V01-Y98	*
L59.8	L59.8	L59	L55-L59	L00-L99	*
V91.90	V91.9	V91	V90-V94	V01-Y98	*
W05.58	W05.5	W05	W00-W19	V01-Y98	*
X03.61	X03.6	X03	X00-X09	V01-Y98	*
B20-B24	B20-B24	B20-B24	B20-B24	A00-B99	*
J11.1	J11.1	J11	J09-J18	J00-J99	*
X65.39	X65.3	X65	X60-X84	V01-Y98	*
B78.1	B78.1	B78	B65-B83	A00-B99	*
W40.79	W40.7	W40	W20-W49	V01-Y98	*
D59.2	D59.2	D59	D55-D59	D50-D89	*
X69.79	X69.7	X69	X60-X84	V01-Y98	*
X30.70	X30.7	X30	X30-X39	V01-Y98	*
X79.10	X79.1	X79	X60-X84	V01-Y98	*
X28.1	X28.1	X28	X20-X29	V01-Y98	*
W49.99	W49.9	W49	W20-W49	V01-Y98	*
X92.22	X92.2	X92	X85-Y09	V01-Y98	*
X81.74	X81.7	X81	X60-X84	V01-Y98	*
Y00.58	Y00.5	Y00	X85-Y09	V01-Y98	*
W39.50	W39.5	W39	W20-W49	V01-Y98	*
V75.62	V75.6	V75	V70-V79	V01-Y98	*
P02.1	P02.1	P02	P00-P04	P00-P96	*
W10.79	W10.7	W10	W00-W19	V01-Y98	*
W35.99	W35.9	W35	W20-W49	V01-Y98	*
Q30.1	Q30.1	Q30	Q30-Q34	Q00-Q99	*
V06.18	V06.1	V06	V01-V09	V01-Y98	*
Y32.83	Y32.8	Y32	Y10-Y34	V01-Y98	*
V31.61	V31.6	V31	V30-V39	V01-Y98	*
V72.14	V72.1	V72	V70-V79	V01-Y98	*
W03.3	W03.3	W03	W00-W19	V01-Y98	*
B71.8	B71.8	B71	B65-B83	A00-B99	*
F95.9	F95.9	F95	F90-F98	F00-F99	*
Y03.50	Y03.5	Y03	X85-Y09	V01-Y98	*
Y04.79	Y04.7	Y04	X85-Y09	V01-Y98	*
V82.7	V82.7	V82	V80-V89	V01-Y98	*
V12.41	V12.4	V12	V10-V19	V01-Y98	*
X34.42	X34.4	X34	X30-X39	V01-Y98	*
Q54.1	Q54.1	Q54	Q50-Q56	Q00-Q99	*
Y30.59	Y30.5	Y30	Y10-Y34	V01-Y98	*
V87.51	V87.5	V87	V80-V89	V01-Y98	*
V93.78	V93.7	V93	V90-V94	V01-Y98	*
X79.61	X79.6	X79	X60-X84	V01-Y98	*
B60	B60	B60	B50-B64	A00-B99	*
X91.10	X91.1	X91	X85-Y09	V01-Y98	*
Y18.89	Y18.8	Y18	Y10-Y34	V01-Y98	*
X39.41	X39.4	X39	X30-X39	V01-Y98	*
V41.78	V41.7	V41	V40-V49	V01-Y98	*
P29.9	P29.9	P29	P20-P29	P00-P96	*
V81.9	V81.9	V81	V80-V89	V01-Y98	*
T71	T71	T71	T66-T78	S00-T98	*
V26.14	V26.1	V26	V20-V29	V01-Y98	*
W66.9	W66.9	W66	W65-W74	V01-Y98	*
W79.44	W79.4	W79	W75-W84	V01-Y98	*
X35.4	X35.4	X35	X30-X39	V01-Y98	*
X63.48	X63.4	X63	X60-X84	V01-Y98	*
W14.30	W14.3	W14	W00-W19	V01-Y98	*
Y05.10	Y05.1	Y05	X85-Y09	V01-Y98	*
H65-H75	H65-H75	H65-H75	H65-H75	H60-H95	*
S12.91	S12.9	S12	S10-S19	S00-T98	*
V13.41	V13.4	V13	V10-V19	V01-Y98	*
V77.78	V77.7	V77	V70-V79	V01-Y98	*
V94.08	V94.0	V94	V90-V94	V01-Y98	*
W39.73	W39.7	W39	W20-W49	V01-Y98	*
M83.1	M83.1	M83	M80-M85	M00-M99	*
Q56.4	Q56.4	Q56	Q50-Q56	Q00-Q99	*
W02.73	W02.7	W02	W00-W19	V01-Y98	*
V92.93	V92.9	V92	V90-V94	V01-Y98	*
V83.39	V83.3	V83	V80-V89	V01-Y98	*
X44.50	X44.5	X44	X40-X49	V01-Y98	*
R35	R35	R35	R30-R39	R00-R99	*
Z56.3	Z56.3	Z56	Z55-Z65	Z00-Z99	*
Q67.7	Q67.7	Q67	Q65-Q79	Q00-Q99	*
V91.10	V91.1	V91	V90-V94	V01-Y98	*
X73.90	X73.9	X73	X60-X84	V01-Y98	*
V77.10	V77.1	V77	V70-V79	V01-Y98	*
X16.82	X16.8	X16	X10-X19	V01-Y98	*
V03.91	V03.9	V03	V01-V09	V01-Y98	*
W60.9	W60.9	W60	W50-W64	V01-Y98	*
W30.81	W30.8	W30	W20-W49	V01-Y98	*
V17	V17	V17	V10-V19	V01-Y98	*
Q82.1	Q82.1	Q82	Q80-Q89	Q00-Q99	*
T06.2	T06.2	T06	T00-T07	S00-T98	*
X31.40	X31.4	X31	X30-X39	V01-Y98	*
Y07.30	Y07.3	Y07	X85-Y09	V01-Y98	*
C91.0	C91.0	C91	C81-C96	C00-D48	*
V14.9	V14.9	V14	V10-V19	V01-Y98	*
O00.8	O00.8	O00	O00-O08	O00-O99	*
X27.69	X27.6	X27	X20-X29	V01-Y98	*
J85-J86	J85-J86	J85-J86	J85-J86	J00-J99	*
M89.5	M89.5	M89	M86-M90	M00-M99	*
V51.9	V51.9	V51	V50-V59	V01-Y98	*
N47	N47	N47	N40-N51	N00-N99	*
X63.53	X63.5	X63	X60-X84	V01-Y98	*
V58.74	V58.7	V58	V50-V59	V01-Y98	*
W53.14	W53.1	W53	W50-W64	V01-Y98	*
V66.14	V66.1	V66	V60-V69	V01-Y98	*
G92	G92	G92	G90-G99	G00-G99	*
O25	O25	O25	O20-O29	O00-O99	*
F10	F10	F10	F10-F19	F00-F99	*
V84.14	V84.1	V84	V80-V89	V01-Y98	*
N91	N91	N91	N80-N98	N00-N99	*
W30.70	W30.7	W30	W20-W49	V01-Y98	*
F06.9	F06.9	F06	F00-F09	F00-F99	*
A18.5	A18.5	A18	A15-A19	A00-B99	*
V77.60	V77.6	V77	V70-V79	V01-Y98	*
X70.9	X70.9	X70	X60-X84	V01-Y98	*
V29.63	V29.6	V29	V20-V29	V01-Y98	*
V62.03	V62.0	V62	V60-V69	V01-Y98	*
W13.99	W13.9	W13	W00-W19	V01-Y98	*
P14	P14	P14	P10-P15	P00-P96	*
A92.1	A92.1	A92	A90-A99	A00-B99	*
Y10.78	Y10.7	Y10	Y10-Y34	V01-Y98	*
V65.09	V65.0	V65	V60-V69	V01-Y98	*
I89	I89	I89	I80-I89	I00-I99	*
F14.06	F14.0	F14	F10-F19	F00-F99	*
W28.93	W28.9	W28	W20-W49	V01-Y98	*
V79.54	V79.5	V79	V70-V79	V01-Y98	*
X42.53	X42.5	X42	X40-X49	V01-Y98	*
N00.9	N00.9	N00	N00-N08	N00-N99	*
Y25.12	Y25.1	Y25	Y10-Y34	V01-Y98	*
X05.84	X05.8	X05	X00-X09	V01-Y98	*
X27.20	X27.2	X27	X20-X29	V01-Y98	*
W75.48	W75.4	W75	W75-W84	V01-Y98	*
M08.0	M08.0	M08	M05-M14	M00-M99	*
W38.23	W38.2	W38	W20-W49	V01-Y98	*
Y23.73	Y23.7	Y23	Y10-Y34	V01-Y98	*
W65.28	W65.2	W65	W65-W74	V01-Y98	*
W15.51	W15.5	W15	W00-W19	V01-Y98	*
T25.0	T25.0	T25	T20-T25	S00-T98	*
G90.9	G90.9	G90	G90-G99	G00-G99	*
V40.68	V40.6	V40	V40-V49	V01-Y98	*
X68.41	X68.4	X68	X60-X84	V01-Y98	*
Z20.5	Z20.5	Z20	Z20-Z29	Z00-Z99	*
X65.99	X65.9	X65	X60-X84	V01-Y98	*
V65.92	V65.9	V65	V60-V69	V01-Y98	*
W86.24	W86.2	W86	W85-W99	V01-Y98	*
W68.44	W68.4	W68	W65-W74	V01-Y98	*
X01.38	X01.3	X01	X00-X09	V01-Y98	*
T53.4	T53.4	T53	T51-T65	S00-T98	*
X03.02	X03.0	X03	X00-X09	V01-Y98	*
X30.51	X30.5	X30	X30-X39	V01-Y98	*
Y16.10	Y16.1	Y16	Y10-Y34	V01-Y98	*
W18.82	W18.8	W18	W00-W19	V01-Y98	*
W19.6	W19.6	W19	W00-W19	V01-Y98	*
X45.3	X45.3	X45	X40-X49	V01-Y98	*
X95.6	X95.6	X95	X85-Y09	V01-Y98	*
V55.04	V55.0	V55	V50-V59	V01-Y98	*
X96.99	X96.9	X96	X85-Y09	V01-Y98	*
V46.03	V46.0	V46	V40-V49	V01-Y98	*
K92	K92	K92	K90-K93	K00-K93	*
F19.50	F19.5	F19	F10-F19	F00-F99	*
J20.1	J20.1	J20	J20-J22	J00-J99	*
S32.5	S32.5	S32	S30-S39	S00-T98	*
W00.42	W00.4	W00	W00-W19	V01-Y98	*
V48.21	V48.2	V48	V40-V49	V01-Y98	*
X59.32	X59.3	X59	X58-X59	V01-Y98	*
S82.4	S82.4	S82	S80-S89	S00-T98	*
S22.00	S22.0	S22	S20-S29	S00-T98	*
X25.44	X25.4	X25	X20-X29	V01-Y98	*
V56.94	V56.9	V56	V50-V59	V01-Y98	*
X30.01	X30.0	X30	X30-X39	V01-Y98	*
X81.20	X81.2	X81	X60-X84	V01-Y98	*
F10.55	F10.5	F10	F10-F19	F00-F99	*
X18.12	X18.1	X18	X10-X19	V01-Y98	*
Z02.0	Z02.0	Z02	Z00-Z13	Z00-Z99	*
W33.43	W33.4	W33	W20-W49	V01-Y98	*
W77.88	W77.8	W77	W75-W84	V01-Y98	*
Y08.28	Y08.2	Y08	X85-Y09	V01-Y98	*
Y82.8	Y82.8	Y82	Y70-Y82	V01-Y98	*
T75.3	T75.3	T75	T66-T78	S00-T98	*
K04.3	K04.3	K04	K00-K14	K00-K93	*
M51.1	M51.1	M51	M50-M54	M00-M99	*
X58.58	X58.5	X58	X58-X59	V01-Y98	*
X74.58	X74.5	X74	X60-X84	V01-Y98	*
V51.3	V51.3	V51	V50-V59	V01-Y98	*
W55.72	W55.7	W55	W50-W64	V01-Y98	*
X26.91	X26.9	X26	X20-X29	V01-Y98	*
W16.43	W16.4	W16	W00-W19	V01-Y98	*
X53.12	X53.1	X53	X50-X57	V01-Y98	*
Y23.78	Y23.7	Y23	Y10-Y34	V01-Y98	*
V72.68	V72.6	V72	V70-V79	V01-Y98	*
B88.2	B88.2	B88	B85-B89	A00-B99	*
V42.73	V42.7	V42	V40-V49	V01-Y98	*
W25.71	W25.7	W25	W20-W49	V01-Y98	*
G12.2	G12.2	G12	G10-G13	G00-G99	*
V44.52	V44.5	V44	V40-V49	V01-Y98	*
N41.8	N41.8	N41	N40-N51	N00-N99	*
W12.44	W12.4	W12	W00-W19	V01-Y98	*
A26	A26	A26	A20-A28	A00-B99	*
E14	E14	E14	E10-E14	E00-E90	*
W07.24	W07.2	W07	W00-W19	V01-Y98	*
P70.8	P70.8	P70	P70-P74	P00-P96	*
L87.8	L87.8	L87	L80-L99	L00-L99	*
V63.63	V63.6	V63	V60-V69	V01-Y98	*
C83.6	C83.6	C83	C81-C96	C00-D48	*
H93.2	H93.2	H93	H90-H95	H60-H95	*
W27.39	W27.3	W27	W20-W49	V01-Y98	*
Y00.84	Y00.8	Y00	X85-Y09	V01-Y98	*
N17	N17	N17	N17-N19	N00-N99	*
X02.74	X02.7	X02	X00-X09	V01-Y98	*
T31.6	T31.6	T31	T29-T32	S00-T98	*
V80.82	V80.8	V80	V80-V89	V01-Y98	*
M63.3	M63.3	M63	M60-M63	M00-M99	*
V55.59	V55.5	V55	V50-V59	V01-Y98	*
F43.9	F43.9	F43	F40-F49	F00-F99	*
X62.59	X62.5	X62	X60-X84	V01-Y98	*
V84.61	V84.6	V84	V80-V89	V01-Y98	*
J38.1	J38.1	J38	J30-J39	J00-J99	*
Q53.1	Q53.1	Q53	Q50-Q56	Q00-Q99	*
X14.02	X14.0	X14	X10-X19	V01-Y98	*
X97.62	X97.6	X97	X85-Y09	V01-Y98	*
X90.0	X90.0	X90	X85-Y09	V01-Y98	*
X40.9	X40.9	X40	X40-X49	V01-Y98	*
I27	I27	I27	I26-I28	I00-I99	*
V77.61	V77.6	V77	V70-V79	V01-Y98	*
W02.34	W02.3	W02	W00-W19	V01-Y98	*
W76.2	W76.2	W76	W75-W84	V01-Y98	*
E67	E67	E67	E65-E68	E00-E90	*
B66.2	B66.2	B66	B65-B83	A00-B99	*
W24.81	W24.8	W24	W20-W49	V01-Y98	*
X41.52	X41.5	X41	X40-X49	V01-Y98	*
V38.7	V38.7	V38	V30-V39	V01-Y98	*
X91.9	X91.9	X91	X85-Y09	V01-Y98	*
X84.83	X84.8	X84	X60-X84	V01-Y98	*
F40.2	F40.2	F40	F40-F49	F00-F99	*
W13.62	W13.6	W13	W00-W19	V01-Y98	*
V92.04	V92.0	V92	V90-V94	V01-Y98	*
A01.3	A01.3	A01	A00-A09	A00-B99	*
N87.9	N87.9	N87	N80-N98	N00-N99	*
V74.91	V74.9	V74	V70-V79	V01-Y98	*
X25.88	X25.8	X25	X20-X29	V01-Y98	*
Y25.90	Y25.9	Y25	Y10-Y34	V01-Y98	*
M02.1	M02.1	M02	M00-M03	M00-M99	*
O82.9	O82.9	O82	O80-O84	O00-O99	*
I97	I97	I97	I95-I99	I00-I99	*
W07.42	W07.4	W07	W00-W19	V01-Y98	*
V86.53	V86.5	V86	V80-V89	V01-Y98	*
X78.01	X78.0	X78	X60-X84	V01-Y98	*
C43-C44	C43-C44	C43-C44	C43-C44	C00-D48	*
Z89.0	Z89.0	Z89	Z80-Z99	Z00-Z99	*
W32.04	W32.0	W32	W20-W49	V01-Y98	*
X86.63	X86.6	X86	X85-Y09	V01-Y98	*
F81	F81	F81	F80-F89	F00-F99	*
E24.1	E24.1	E24	E20-E35	E00-E90	*
Y33.92	Y33.9	Y33	Y10-Y34	V01-Y98	*
V09.21	V09.2	V09	V01-V09	V01-Y98	*
V75.60	V75.6	V75	V70-V79	V01-Y98	*
G20	G20	G20	G20-G26	G00-G99	*
N00.5	N00.5	N00	N00-N08	N00-N99	*
K11.2	K11.2	K11	K00-K14	K00-K93	*
X45.12	X45.1	X45	X40-X49	V01-Y98	*
V80.6	V80.6	V80	V80-V89	V01-Y98	*
V22.08	V22.0	V22	V20-V29	V01-Y98	*
Y08.38	Y08.3	Y08	X85-Y09	V01-Y98	*
X37.40	X37.4	X37	X30-X39	V01-Y98	*
A15.9	A15.9	A15	A15-A19	A00-B99	*
X48.50	X48.5	X48	X40-X49	V01-Y98	*
X84.31	X84.3	X84	X60-X84	V01-Y98	*
F20.31	F20.3	F20	F20-F29	F00-F99	*
V66.0	V66.0	V66	V60-V69	V01-Y98	*
W27.18	W27.1	W27	W20-W49	V01-Y98	*
X89.94	X89.9	X89	X85-Y09	V01-Y98	*
W07.00	W07.0	W07	W00-W19	V01-Y98	*
Q50.2	Q50.2	Q50	Q50-Q56	Q00-Q99	*
S83.3	S83.3	S83	S80-S89	S00-T98	*
V50.41	V50.4	V50	V50-V59	V01-Y98	*
W60.8	W60.8	W60	W50-W64	V01-Y98	*
X74.71	X74.7	X74	X60-X84	V01-Y98	*
X14.13	X14.1	X14	X10-X19	V01-Y98	*
S95.2	S95.2	S95	S90-S99	S00-T98	*
Q68	Q68	Q68	Q65-Q79	Q00-Q99	*
V15.01	V15.0	V15	V10-V19	V01-Y98	*
X62.94	X62.9	X62	X60-X84	V01-Y98	*
Q68.1	Q68.1	Q68	Q65-Q79	Q00-Q99	*
X19.01	X19.0	X19	X10-X19	V01-Y98	*
Y81.8	Y81.8	Y81	Y70-Y82	V01-Y98	*
G62.0	G62.0	G62	G60-G64	G00-G99	*
H53.4	H53.4	H53	H53-H54	H00-H59	*
V52.13	V52.1	V52	V50-V59	V01-Y98	*
X77.38	X77.3	X77	X60-X84	V01-Y98	*
Y03.13	Y03.1	Y03	X85-Y09	V01-Y98	*
V76.50	V76.5	V76	V70-V79	V01-Y98	*
W25.11	W25.1	W25	W20-W49	V01-Y98	*
T26.1	T26.1	T26	T26-T28	S00-T98	*
V60.32	V60.3	V60	V60-V69	V01-Y98	*
X34.5	X34.5	X34	X30-X39	V01-Y98	*
W75.94	W75.9	W75	W75-W84	V01-Y98	*
Q86	Q86	Q86	Q80-Q89	Q00-Q99	*
V41.12	V41.1	V41	V40-V49	V01-Y98	*
W22.04	W22.0	W22	W20-W49	V01-Y98	*
S34.8	S34.8	S34	S30-S39	S00-T98	*
X32.63	X32.6	X32	X30-X39	V01-Y98	*
Y26.1	Y26.1	Y26	Y10-Y34	V01-Y98	*
X53.68	X53.6	X53	X50-X57	V01-Y98	*
B22.7	B22.7	B22	B20-B24	A00-B99	*
Y28.18	Y28.1	Y28	Y10-Y34	V01-Y98	*
Y27.43	Y27.4	Y27	Y10-Y34	V01-Y98	*
F10.07	F10.0	F10	F10-F19	F00-F99	*
W33.14	W33.1	W33	W20-W49	V01-Y98	*
X25.90	X25.9	X25	X20-X29	V01-Y98	*
X53.99	X53.9	X53	X50-X57	V01-Y98	*
X64.34	X64.3	X64	X60-X84	V01-Y98	*
C45	C45	C45	C45-C49	C00-D48	*
W51.80	W51.8	W51	W50-W64	V01-Y98	*
F13.51	F13.5	F13	F10-F19	F00-F99	*
V42.41	V42.4	V42	V40-V49	V01-Y98	*
X19.02	X19.0	X19	X10-X19	V01-Y98	*
Y00.44	Y00.4	Y00	X85-Y09	V01-Y98	*
Y09.11	Y09.1	Y09	X85-Y09	V01-Y98	*
W69.94	W69.9	W69	W65-W74	V01-Y98	*
M91.1	M91.1	M91	M91-M94	M00-M99	*
W67.31	W67.3	W67	W65-W74	V01-Y98	*
W30.6	W30.6	W30	W20-W49	V01-Y98	*
V46.63	V46.6	V46	V40-V49	V01-Y98	*
I46.0	I46.0	I46	I30-I52	I00-I99	*
I08.8	I08.8	I08	I05-I09	I00-I99	*
W25.19	W25.1	W25	W20-W49	V01-Y98	*
F30.0	F30.0	F30	F30-F39	F00-F99	*
V06.08	V06.0	V06	V01-V09	V01-Y98	*
X10.04	X10.0	X10	X10-X19	V01-Y98	*
X13.01	X13.0	X13	X10-X19	V01-Y98	*
Y04.04	Y04.0	Y04	X85-Y09	V01-Y98	*
W08.94	W08.9	W08	W00-W19	V01-Y98	*
V91.01	V91.0	V91	V90-V94	V01-Y98	*
X53.79	X53.7	X53	X50-X57	V01-Y98	*
D05.7	D05.7	D05	D00-D09	C00-D48	*
Y19.53	Y19.5	Y19	Y10-Y34	V01-Y98	*
V95.93	V95.9	V95	V95-V97	V01-Y98	*
X93.11	X93.1	X93	X85-Y09	V01-Y98	*
X98.04	X98.0	X98	X85-Y09	V01-Y98	*
W08.70	W08.7	W08	W00-W19	V01-Y98	*
V84.32	V84.3	V84	V80-V89	V01-Y98	*
X29.70	X29.7	X29	X20-X29	V01-Y98	*
N93.0	N93.0	N93	N80-N98	N00-N99	*
Y11.74	Y11.7	Y11	Y10-Y34	V01-Y98	*
H20.2	H20.2	H20	H15-H22	H00-H59	*
H93.1	H93.1	H93	H90-H95	H60-H95	*
P80.0	P80.0	P80	P80-P83	P00-P96	*
T44.3	T44.3	T44	T36-T50	S00-T98	*
W58.91	W58.9	W58	W50-W64	V01-Y98	*
W57.20	W57.2	W57	W50-W64	V01-Y98	*
Y47.4	Y47.4	Y47	Y40-Y59	V01-Y98	*
W59.30	W59.3	W59	W50-W64	V01-Y98	*
V17.09	V17.0	V17	V10-V19	V01-Y98	*
F13.52	F13.5	F13	F10-F19	F00-F99	*
C21	C21	C21	C15-C26	C00-D48	*
F68.8	F68.8	F68	F60-F69	F00-F99	*
V21.29	V21.2	V21	V20-V29	V01-Y98	*
X67	X67	X67	X60-X84	V01-Y98	*
W06.92	W06.9	W06	W00-W19	V01-Y98	*
W43.69	W43.6	W43	W20-W49	V01-Y98	*
W24.72	W24.7	W24	W20-W49	V01-Y98	*
C16.8	C16.8	C16	C15-C26	C00-D48	*
X72.24	X72.2	X72	X60-X84	V01-Y98	*
V89.01	V89.0	V89	V80-V89	V01-Y98	*
V36.01	V36.0	V36	V30-V39	V01-Y98	*
X92.38	X92.3	X92	X85-Y09	V01-Y98	*
F94.0	F94.0	F94	F90-F98	F00-F99	*
C00-D48	C00-D48	C00-D48	C00-D48	C00-D48	*
W57.48	W57.4	W57	W50-W64	V01-Y98	*
Y05.69	Y05.6	Y05	X85-Y09	V01-Y98	*
L04	L04	L04	L00-L08	L00-L99	*
V85.54	V85.5	V85	V80-V89	V01-Y98	*
T20.6	T20.6	T20	T20-T25	S00-T98	*
V42.50	V42.5	V42	V40-V49	V01-Y98	*
K07.2	K07.2	K07	K00-K14	K00-K93	*
V58.69	V58.6	V58	V50-V59	V01-Y98	*
W21.78	W21.7	W21	W20-W49	V01-Y98	*
C00.8	C00.8	C00	C00-C14	C00-D48	*
G97.9	G97.9	G97	G90-G99	G00-G99	*
W99.32	W99.3	W99	W85-W99	V01-Y98	*
W85.59	W85.5	W85	W85-W99	V01-Y98	*
V43.74	V43.7	V43	V40-V49	V01-Y98	*
G70.8	G70.8	G70	G70-G73	G00-G99	*
C24.0	C24.0	C24	C15-C26	C00-D48	*
Y32.93	Y32.9	Y32	Y10-Y34	V01-Y98	*
W52.84	W52.8	W52	W50-W64	V01-Y98	*
W59.00	W59.0	W59	W50-W64	V01-Y98	*
A96	A96	A96	A90-A99	A00-B99	*
V20.1	V20.1	V20	V20-V29	V01-Y98	*
I81	I81	I81	I80-I89	I00-I99	*
T09.3	T09.3	T09	T08-T14	S00-T98	*
C22.0	C22.0	C22	C15-C26	C00-D48	*
S42.90	S42.9	S42	S40-S49	S00-T98	*
V11.10	V11.1	V11	V10-V19	V01-Y98	*
F45.9	F45.9	F45	F40-F49	F00-F99	*
F33.9	F33.9	F33	F30-F39	F00-F99	*
W13.33	W13.3	W13	W00-W19	V01-Y98	*
W91.64	W91.6	W91	W85-W99	V01-Y98	*
X66.7	X66.7	X66	X60-X84	V01-Y98	*
X84.3	X84.3	X84	X60-X84	V01-Y98	*
W21.71	W21.7	W21	W20-W49	V01-Y98	*
V31.39	V31.3	V31	V30-V39	V01-Y98	*
N28.0	N28.0	N28	N25-N29	N00-N99	*
X52.91	X52.9	X52	X50-X57	V01-Y98	*
Y33.83	Y33.8	Y33	Y10-Y34	V01-Y98	*
X41.58	X41.5	X41	X40-X49	V01-Y98	*
Y15.24	Y15.2	Y15	Y10-Y34	V01-Y98	*
V85.03	V85.0	V85	V80-V89	V01-Y98	*
W05.64	W05.6	W05	W00-W19	V01-Y98	*
Y22.19	Y22.1	Y22	Y10-Y34	V01-Y98	*
W26.58	W26.5	W26	W20-W49	V01-Y98	*
O05.5	O05.5	O05	O00-O08	O00-O99	*
W13.0	W13.0	W13	W00-W19	V01-Y98	*
X58.3	X58.3	X58	X58-X59	V01-Y98	*
E80	E80	E80	E70-E90	E00-E90	*
Q23.9	Q23.9	Q23	Q20-Q28	Q00-Q99	*
O83.0	O83.0	O83	O80-O84	O00-O99	*
X50.79	X50.7	X50	X50-X57	V01-Y98	*
F20.65	F20.6	F20	F20-F29	F00-F99	*
T93.9	T93.9	T93	T90-T98	S00-T98	*
Y02.68	Y02.6	Y02	X85-Y09	V01-Y98	*
K40-K46	K40-K46	K40-K46	K40-K46	K00-K93	*
X28.40	X28.4	X28	X20-X29	V01-Y98	*
Y32.70	Y32.7	Y32	Y10-Y34	V01-Y98	*
W09.51	W09.5	W09	W00-W19	V01-Y98	*
V84.63	V84.6	V84	V80-V89	V01-Y98	*
S04.4	S04.4	S04	S00-S09	S00-T98	*
D01.2	D01.2	D01	D00-D09	C00-D48	*
X22.89	X22.8	X22	X20-X29	V01-Y98	*
X59.10	X59.1	X59	X58-X59	V01-Y98	*
Y08.89	Y08.8	Y08	X85-Y09	V01-Y98	*
F45.30	F45.3	F45	F40-F49	F00-F99	*
X92.32	X92.3	X92	X85-Y09	V01-Y98	*
X76.59	X76.5	X76	X60-X84	V01-Y98	*
H22.1	H22.1	H22	H15-H22	H00-H59	*
A06	A06	A06	A00-A09	A00-B99	*
W73.68	W73.6	W73	W65-W74	V01-Y98	*
S34	S34	S34	S30-S39	S00-T98	*
V03.94	V03.9	V03	V01-V09	V01-Y98	*
V46.58	V46.5	V46	V40-V49	V01-Y98	*
X98.49	X98.4	X98	X85-Y09	V01-Y98	*
G60.8	G60.8	G60	G60-G64	G00-G99	*
V42.60	V42.6	V42	V40-V49	V01-Y98	*
W56.5	W56.5	W56	W50-W64	V01-Y98	*
W58.92	W58.9	W58	W50-W64	V01-Y98	*
Y09.48	Y09.4	Y09	X85-Y09	V01-Y98	*
W19.03	W19.0	W19	W00-W19	V01-Y98	*
W31.18	W31.1	W31	W20-W49	V01-Y98	*
X34.43	X34.4	X34	X30-X39	V01-Y98	*
V82.9	V82.9	V82	V80-V89	V01-Y98	*
X85.3	X85.3	X85	X85-Y09	V01-Y98	*
W11.11	W11.1	W11	W00-W19	V01-Y98	*
X66.71	X66.7	X66	X60-X84	V01-Y98	*
